otu,Genus,counts
Otu23240,Gammaproteobacteria_unclassified,1
Otu23243,Chloroflexi_unclassified,1
Otu23248,Legionella,1
Otu23259,Chloroflexi_unclassified,1
Otu23261,Gammaproteobacteria_unclassified,1
Otu23263,Chloroflexi_unclassified,1
Otu23268,Chloroflexi_unclassified,1
Otu23269,Chloroflexi_unclassified,1
Otu23279,Legionella,1
Otu23282,Chloroflexi_unclassified,1
Otu23291,Chloroflexi_unclassified,1
Otu23293,Chloroflexi_unclassified,1
Otu23298,Chloroflexi_unclassified,1
Otu23304,Alteromonadaceae_unclassified,1
Otu23306,Chloroflexi_unclassified,1
Otu23307,Marinimicrobium,1
Otu23308,Gammaproteobacteria_unclassified,1
Otu23311,Alteromonadaceae_unclassified,1
Otu23315,Idiomarina,1
Otu23316,Gammaproteobacteria_unclassified,1
Otu23318,Marinimicrobium,1
Otu23322,Chloroflexi_unclassified,1
Otu23323,Gammaproteobacteria_unclassified,1
Otu23324,Chloroflexi_unclassified,1
Otu23326,Marinobacter,1
Otu23329,Gammaproteobacteria_unclassified,1
Otu23331,Gammaproteobacteria_unclassified,1
Otu23332,Gammaproteobacteria_unclassified,1
Otu23333,Gammaproteobacteria_unclassified,1
Otu23334,Idiomarina,1
Otu23337,Gammaproteobacteria_unclassified,1
Otu23338,Alteromonadales_unclassified,1
Otu23339,Gammaproteobacteria_unclassified,1
Otu23340,Gammaproteobacteria_unclassified,1
Otu23341,Idiomarina,1
Otu23343,Gammaproteobacteria_unclassified,1
Otu23344,Gammaproteobacteria_unclassified,1
Otu23346,Gammaproteobacteria_unclassified,1
Otu23347,Gammaproteobacteria_unclassified,1
Otu23348,Gammaproteobacteria_unclassified,1
Otu23349,Gammaproteobacteria_unclassified,1
Otu23350,Aquicella,1
Otu23353,Legionella,1
Otu23355,Legionella,1
Otu23357,Legionella,1
Otu23361,Gammaproteobacteria_unclassified,1
Otu23362,Haliea,1
Otu23363,Marinimicrobium,1
Otu23364,Legionella,1
Otu23367,Aliidiomarina,1
Otu23369,Idiomarina,1
Otu23370,Gammaproteobacteria_unclassified,1
Otu23371,Gammaproteobacteria_unclassified,1
Otu23372,Marinobacter,1
Otu23373,Gammaproteobacteria_unclassified,1
Otu23374,Gammaproteobacteria_unclassified,1
Otu23376,Gammaproteobacteria_unclassified,1
Otu23377,Marinobacter,1
Otu23378,Gammaproteobacteria_unclassified,1
Otu23379,Gammaproteobacteria_unclassified,1
Otu23380,Gammaproteobacteria_unclassified,1
Otu23381,Alteromonadales_unclassified,1
Otu23382,Gammaproteobacteria_unclassified,1
Otu23383,Marinobacter,1
Otu23384,Gammaproteobacteria_unclassified,1
Otu23385,Gammaproteobacteria_unclassified,1
Otu23386,Gammaproteobacteria_unclassified,1
Otu23388,Gammaproteobacteria_unclassified,1
Otu23389,Gammaproteobacteria_unclassified,1
Otu23390,Idiomarina,1
Otu23391,Idiomarina,1
Otu23392,Gammaproteobacteria_unclassified,1
Otu23393,Gammaproteobacteria_unclassified,1
Otu23394,Gammaproteobacteria_unclassified,1
Otu23395,Gammaproteobacteria_unclassified,1
Otu23396,Marinobacter,1
Otu23397,Chloroflexia_unclassified,1
Otu23401,Gammaproteobacteria_unclassified,1
Otu23403,Gammaproteobacteria_unclassified,1
Otu23404,Gammaproteobacteria_unclassified,1
Otu23405,Gammaproteobacteria_unclassified,1
Otu23406,Gammaproteobacteria_unclassified,1
Otu23408,Gammaproteobacteria_unclassified,1
Otu23409,Marinimicrobium,1
Otu23417,Gammaproteobacteria_unclassified,1
Otu23418,Gammaproteobacteria_unclassified,1
Otu23419,Gammaproteobacteria_unclassified,1
Otu23420,Gammaproteobacteria_unclassified,1
Otu23421,Gammaproteobacteria_unclassified,1
Otu23423,Idiomarina,1
Otu23424,Legionella,1
Otu23425,Aquicella,1
Otu23426,Gammaproteobacteria_unclassified,1
Otu23427,Legionella,1
Otu23428,Gammaproteobacteria_unclassified,1
Otu23429,Gammaproteobacteria_unclassified,1
Otu23430,Legionella,1
Otu23433,Aquicella,1
Otu23435,Gammaproteobacteria_unclassified,1
Otu23436,Gammaproteobacteria_unclassified,1
Otu23437,Marinobacter,1
Otu23438,Gammaproteobacteria_unclassified,1
Otu23442,Gammaproteobacteria_unclassified,1
Otu23443,Gammaproteobacteria_unclassified,1
Otu23444,Gammaproteobacteria_unclassified,1
Otu23445,Marinimicrobium,1
Otu23447,Marinimicrobium,1
Otu23448,Legionella,1
Otu23449,Aquicella,1
Otu23450,Idiomarina,1
Otu23451,Gammaproteobacteria_unclassified,1
Otu23452,Marinimicrobium,1
Otu23453,Legionella,1
Otu23454,Gammaproteobacteria_unclassified,1
Otu23455,Gammaproteobacteria_unclassified,1
Otu23456,Gammaproteobacteria_unclassified,1
Otu23457,Gammaproteobacteria_unclassified,1
Otu23458,Gammaproteobacteria_unclassified,1
Otu23459,Gammaproteobacteria_unclassified,1
Otu23462,Gammaproteobacteria_unclassified,1
Otu23463,Aquicella,1
Otu23464,Gammaproteobacteria_unclassified,1
Otu23465,Gammaproteobacteria_unclassified,1
Otu23466,Gammaproteobacteria_unclassified,1
Otu23468,Chloroflexia_unclassified,1
Otu23472,Gammaproteobacteria_unclassified,1
Otu23473,Gammaproteobacteria_unclassified,1
Otu23475,Gammaproteobacteria_unclassified,1
Otu23476,Gammaproteobacteria_unclassified,1
Otu23478,Marinobacter,1
Otu23481,Gammaproteobacteria_unclassified,1
Otu23482,Gammaproteobacteria_unclassified,1
Otu23483,Gammaproteobacteria_unclassified,1
Otu23485,Gammaproteobacteria_unclassified,1
Otu23488,Gammaproteobacteria_unclassified,1
Otu23493,Gammaproteobacteria_unclassified,1
Otu23494,Marinimicrobium,1
Otu23497,Idiomarina,1
Otu23498,Gammaproteobacteria_unclassified,1
Otu23504,Marinobacter,1
Otu23508,Marinobacter,1
Otu23509,Gammaproteobacteria_unclassified,1
Otu23514,Nitrosospira,1
Otu23515,Catenovulum,1
Otu23516,Idiomarina,1
Otu23518,Marinimicrobium,1
Otu23523,Nitrosomonadaceae_unclassified,1
Otu23524,Nitrosomonas,1
Otu23525,Gammaproteobacteria_unclassified,1
Otu23528,Marinobacter,1
Otu23531,Marinimicrobium,1
Otu23532,Marinobacter,1
Otu23539,Solirubrobacter,1
Otu23540,Marinimicrobium,1
Otu23541,Gammaproteobacteria_unclassified,1
Otu23542,Holophagaceae_unclassified,1
Otu23543,Patulibacter,1
Otu23545,Tepidisphaera,1
Otu23546,Marinimicrobium,1
Otu23547,Alteromonadales_unclassified,1
Otu23548,Marinimicrobium,1
Otu23549,Alteromonadales_unclassified,1
Otu23551,Holophaga,1
Otu23555,Holophaga,1
Otu23559,Holophagaceae_unclassified,1
Otu23560,Holophagaceae_unclassified,1
Otu23561,Holophagaceae_unclassified,1
Otu23563,Holophagaceae_unclassified,1
Otu23564,Solirubrobacterales_unclassified,1
Otu23566,Holophaga,1
Otu23567,Holophagaceae_unclassified,1
Otu23568,Alteromonadaceae_unclassified,1
Otu23569,Marinimicrobium,1
Otu23570,Patulibacter,1
Otu23582,Solirubrobacterales_unclassified,1
Otu23587,Marinimicrobium,1
Otu23590,Alteromonadales_unclassified,1
Otu23592,Patulibacter,1
Otu23593,Solirubrobacterales_unclassified,1
Otu23596,Gammaproteobacteria_unclassified,1
Otu23597,Idiomarina,1
Otu23598,Solirubrobacterales_unclassified,1
Otu23599,Alteromonadales_unclassified,1
Otu23600,Solirubrobacterales_unclassified,1
Otu23603,Gammaproteobacteria_unclassified,1
Otu23604,Marinimicrobium,1
Otu23606,Solirubrobacter,1
Otu23608,Gammaproteobacteria_unclassified,1
Otu23614,Conexibacter,1
Otu23619,Solirubrobacterales_unclassified,1
Otu23622,Marinimicrobium,1
Otu23623,Conexibacter,1
Otu23624,Marinimicrobium,1
Otu23626,Parachlamydia,1
Otu23628,Solirubrobacter,1
Otu23633,Parachlamydiaceae_unclassified,1
Otu23634,Parachlamydia,1
Otu23637,Idiomarina,1
Otu23638,Solirubrobacterales_unclassified,1
Otu23639,Parachlamydiaceae_unclassified,1
Otu23645,Parachlamydiaceae_unclassified,1
Otu23651,Parachlamydiaceae_unclassified,1
Otu23657,Solirubrobacterales_unclassified,1
Otu23661,Parachlamydiaceae_unclassified,1
Otu23663,Parachlamydia,1
Otu23665,Parachlamydiaceae_unclassified,1
Otu23668,Parachlamydiaceae_unclassified,1
Otu23669,Parachlamydiaceae_unclassified,1
Otu23672,Parachlamydiaceae_unclassified,1
Otu23675,Chlamydiales_unclassified,1
Otu23676,Solirubrobacter,1
Otu23677,Parachlamydiaceae_unclassified,1
Otu23678,Chlamydiales_unclassified,1
Otu23679,Idiomarina,1
Otu23681,Parachlamydiaceae_unclassified,1
Otu23683,Chlamydiales_unclassified,1
Otu23685,Parachlamydia,1
Otu23687,Chlamydiales_unclassified,1
Otu23692,Parachlamydiaceae_unclassified,1
Otu23693,Parachlamydiaceae_unclassified,1
Otu23696,Marinobacter,1
Otu23697,Alteromonadales_unclassified,1
Otu23698,Idiomarinaceae_unclassified,1
Otu23700,Marinimicrobium,1
Otu23701,Marinimicrobium,1
Otu23702,Idiomarina,1
Otu23708,Marinimicrobium,1
Otu23712,Neochlamydia,1
Otu23713,Chlamydiales_unclassified,1
Otu23715,Parachlamydiaceae_unclassified,1
Otu23717,Parachlamydia,1
Otu23720,Chlamydiales_unclassified,1
Otu23722,Parachlamydia,1
Otu23726,Parachlamydia,1
Otu23739,Gp6_unclassified,1
Otu23740,Gp6_unclassified,1
Otu23741,Gp6_unclassified,1
Otu23744,Gp6_unclassified,1
Otu23747,Gp6_unclassified,1
Otu23749,Gp6_unclassified,1
Otu23751,Gp6_unclassified,1
Otu23761,Gp6_unclassified,1
Otu23762,Gp6_unclassified,1
Otu23763,Gp6_unclassified,1
Otu23764,Gammaproteobacteria_unclassified,1
Otu23765,Gammaproteobacteria_unclassified,1
Otu23767,Gammaproteobacteria_unclassified,1
Otu23768,Gammaproteobacteria_unclassified,1
Otu23772,Gammaproteobacteria_unclassified,1
Otu23773,Gammaproteobacteria_unclassified,1
Otu23774,Gammaproteobacteria_unclassified,1
Otu23775,Gammaproteobacteria_unclassified,1
Otu23776,Gammaproteobacteria_unclassified,1
Otu23783,Gp6_unclassified,1
Otu23787,Gp6_unclassified,1
Otu23794,Gp6_unclassified,1
Otu23795,Gammaproteobacteria_unclassified,1
Otu23797,Gammaproteobacteria_unclassified,1
Otu23798,Gp6_unclassified,1
Otu23799,Gp6_unclassified,1
Otu23801,Gp6_unclassified,1
Otu23803,Gp6_unclassified,1
Otu23810,Gp6_unclassified,1
Otu23811,Gp6_unclassified,1
Otu23814,Gp6_unclassified,1
Otu23827,Gp6_unclassified,1
Otu23829,Gp6_unclassified,1
Otu23831,Gp6_unclassified,1
Otu23832,Gp6_unclassified,1
Otu23834,Gammaproteobacteria_unclassified,1
Otu23836,Gp6_unclassified,1
Otu23840,Gammaproteobacteria_unclassified,1
Otu23843,Gammaproteobacteria_unclassified,1
Otu23846,Gp6_unclassified,1
Otu23848,Pelagicoccus,1
Otu23849,Puniceicoccaceae_unclassified,1
Otu23850,Cerasicoccus,1
Otu23852,Gammaproteobacteria_unclassified,1
Otu23853,Gammaproteobacteria_unclassified,1
Otu23854,Gammaproteobacteria_unclassified,1
Otu23855,Gammaproteobacteria_unclassified,1
Otu23857,Gammaproteobacteria_unclassified,1
Otu23858,Gammaproteobacteria_unclassified,1
Otu23859,Gammaproteobacteria_unclassified,1
Otu23860,Gammaproteobacteria_unclassified,1
Otu23861,Gammaproteobacteria_unclassified,1
Otu23862,Puniceicoccaceae_unclassified,1
Otu23863,Gammaproteobacteria_unclassified,1
Otu23865,Gammaproteobacteria_unclassified,1
Otu23866,Gammaproteobacteria_unclassified,1
Otu23867,Gammaproteobacteria_unclassified,1
Otu23869,Gammaproteobacteria_unclassified,1
Otu23871,Gammaproteobacteria_unclassified,1
Otu23872,Gammaproteobacteria_unclassified,1
Otu23874,Gammaproteobacteria_unclassified,1
Otu23875,Gammaproteobacteria_unclassified,1
Otu23884,Solirubrobacter,1
Otu23885,Solirubrobacter,1
Otu23887,Marinimicrobium,1
Otu23888,Puniceicoccaceae_unclassified,1
Otu23889,Gammaproteobacteria_unclassified,1
Otu23890,Puniceicoccaceae_unclassified,1
Otu23891,Puniceicoccaceae_unclassified,1
Otu23892,Gammaproteobacteria_unclassified,1
Otu23893,Gammaproteobacteria_unclassified,1
Otu23895,Puniceicoccaceae_unclassified,1
Otu23896,Pelagicoccus,1
Otu23897,Gammaproteobacteria_unclassified,1
Otu23898,Pelagicoccus,1
Otu23899,Pelagicoccus,1
Otu23901,Gammaproteobacteria_unclassified,1
Otu23902,Gammaproteobacteria_unclassified,1
Otu23903,Gammaproteobacteria_unclassified,1
Otu23904,Gammaproteobacteria_unclassified,1
Otu23905,Gammaproteobacteria_unclassified,1
Otu23906,Gammaproteobacteria_unclassified,1
Otu23907,Gammaproteobacteria_unclassified,1
Otu23908,Gammaproteobacteria_unclassified,1
Otu23910,Gammaproteobacteria_unclassified,1
Otu23911,Gammaproteobacteria_unclassified,1
Otu23912,Gammaproteobacteria_unclassified,1
Otu23913,Gammaproteobacteria_unclassified,1
Otu23914,Gammaproteobacteria_unclassified,1
Otu23916,Gammaproteobacteria_unclassified,1
Otu23918,Gammaproteobacteria_unclassified,1
Otu23921,Gammaproteobacteria_unclassified,1
Otu23922,Gammaproteobacteria_unclassified,1
Otu23923,Gammaproteobacteria_unclassified,1
Otu23924,Gammaproteobacteria_unclassified,1
Otu23925,Gammaproteobacteria_unclassified,1
Otu23926,Gammaproteobacteria_unclassified,1
Otu23928,Gammaproteobacteria_unclassified,1
Otu23929,Gammaproteobacteria_unclassified,1
Otu23931,Gammaproteobacteria_unclassified,1
Otu23932,Gammaproteobacteria_unclassified,1
Otu23933,Gammaproteobacteria_unclassified,1
Otu23934,Gammaproteobacteria_unclassified,1
Otu23935,Puniceicoccaceae_unclassified,1
Otu23938,Gammaproteobacteria_unclassified,1
Otu23939,Gammaproteobacteria_unclassified,1
Otu23940,Gammaproteobacteria_unclassified,1
Otu23941,Gammaproteobacteria_unclassified,1
Otu23942,Gammaproteobacteria_unclassified,1
Otu23943,Gammaproteobacteria_unclassified,1
Otu23945,Gammaproteobacteria_unclassified,1
Otu23946,Gammaproteobacteria_unclassified,1
Otu23947,Gammaproteobacteria_unclassified,1
Otu23948,Gammaproteobacteria_unclassified,1
Otu23949,Gammaproteobacteria_unclassified,1
Otu23951,Gammaproteobacteria_unclassified,1
Otu23952,Gammaproteobacteria_unclassified,1
Otu23954,Gammaproteobacteria_unclassified,1
Otu23955,Gammaproteobacteria_unclassified,1
Otu23956,Gammaproteobacteria_unclassified,1
Otu23957,Halomonadaceae_unclassified,1
Otu23958,Oceanospirillales_unclassified,1
Otu23959,Halomonadaceae_unclassified,1
Otu23960,Oceanospirillales_unclassified,1
Otu23961,Halomonadaceae_unclassified,1
Otu23962,Halomonadaceae_unclassified,1
Otu23963,Saccharospirillum,1
Otu23967,Halomonadaceae_unclassified,1
Otu23968,Oceanospirillales_unclassified,1
Otu23969,Saccharospirillum,1
Otu23970,Saccharospirillum,1
Otu23971,Pseudohongiella,1
Otu23972,Oceanospirillales_unclassified,1
Otu23973,Alcanivorax,1
Otu23977,Halomonadaceae_unclassified,1
Otu23978,Halomonadaceae_unclassified,1
Otu23980,Saccharospirillum,1
Otu23981,Oceanospirillales_unclassified,1
Otu23982,Halomonadaceae_unclassified,1
Otu23983,Halomonadaceae_unclassified,1
Otu23984,Halomonadaceae_unclassified,1
Otu23985,Saccharospirillum,1
Otu23989,Methylovorus,1
Otu23990,Halomonadaceae_unclassified,1
Otu23991,Halomonas,1
Otu23993,Halomonadaceae_unclassified,1
Otu23995,Methylophilus,1
Otu23998,Halomonas,1
Otu23999,Marinobacterium,1
Otu24000,Methylophilus,1
Otu24003,Halomonadaceae_unclassified,1
Otu24004,Halomonadaceae_unclassified,1
Otu24006,Methylophilaceae_unclassified,1
Otu24007,Saccharospirillum,1
Otu24008,Halomonadaceae_unclassified,1
Otu24009,Halomonadaceae_unclassified,1
Otu24011,Saccharospirillum,1
Otu24012,Oceanospirillales_unclassified,1
Otu24013,Halomonadaceae_unclassified,1
Otu24015,Oceanospirillales_unclassified,1
Otu24016,Halomonadaceae_unclassified,1
Otu24019,Saccharospirillum,1
Otu24020,Gammaproteobacteria_unclassified,1
Otu24021,Saccharospirillum,1
Otu24024,Alcanivorax,1
Otu24025,Halomonadaceae_unclassified,1
Otu24026,Gammaproteobacteria_unclassified,1
Otu24027,Oceanospirillales_unclassified,1
Otu24028,Halomonadaceae_unclassified,1
Otu24030,Saccharospirillum,1
Otu24031,Halomonadaceae_unclassified,1
Otu24032,Oceanospirillales_unclassified,1
Otu24033,Gammaproteobacteria_unclassified,1
Otu24036,Halomonadaceae_unclassified,1
Otu24037,Halomonadaceae_unclassified,1
Otu24038,Halomonadaceae_unclassified,1
Otu24040,Gammaproteobacteria_unclassified,1
Otu24041,Oceanospirillales_unclassified,1
Otu24042,Oceanospirillales_unclassified,1
Otu24043,Oceanospirillales_unclassified,1
Otu24044,Halomonas,1
Otu24045,Halomonadaceae_unclassified,1
Otu24046,Halomonadaceae_unclassified,1
Otu24047,Saccharospirillum,1
Otu24048,Halomonadaceae_unclassified,1
Otu24049,Gammaproteobacteria_unclassified,1
Otu24051,Gammaproteobacteria_unclassified,1
Otu24052,Halomonadaceae_unclassified,1
Otu24054,Halomonadaceae_unclassified,1
Otu24055,Methylophilaceae_unclassified,1
Otu24056,Oceanospirillales_unclassified,1
Otu24059,Gammaproteobacteria_unclassified,1
Otu24061,Gammaproteobacteria_unclassified,1
Otu24063,Halomonadaceae_unclassified,1
Otu24064,Halomonadaceae_unclassified,1
Otu24065,Gammaproteobacteria_unclassified,1
Otu24069,Oceanospirillales_unclassified,1
Otu24070,Halomonadaceae_unclassified,1
Otu24071,Halomonadaceae_unclassified,1
Otu24072,Halomonadaceae_unclassified,1
Otu24073,Halomonas,1
Otu24074,Halomonas,1
Otu24077,Halomonadaceae_unclassified,1
Otu24081,Methylophilaceae_unclassified,1
Otu24082,Halomonas,1
Otu24083,Halomonadaceae_unclassified,1
Otu24084,Methylophilaceae_unclassified,1
Otu24085,Halomonadaceae_unclassified,1
Otu24087,Alcanivorax,1
Otu24089,Halomonadaceae_unclassified,1
Otu24091,Halomonadaceae_unclassified,1
Otu24092,Halomonadaceae_unclassified,1
Otu24093,Halomonadaceae_unclassified,1
Otu24100,Halomonadaceae_unclassified,1
Otu24104,Halomonas,1
Otu24106,Halomonadaceae_unclassified,1
Otu24107,Halomonas,1
Otu24109,Halomonadaceae_unclassified,1
Otu24110,Halomonadaceae_unclassified,1
Otu24113,Methylobacillus,1
Otu24117,Oceanospirillales_unclassified,1
Otu24118,Halomonas,1
Otu24119,Halomonadaceae_unclassified,1
Otu24120,Halomonas,1
Otu24121,Halomonas,1
Otu24123,Halomonadaceae_unclassified,1
Otu24124,Marinimicrobium,1
Otu24125,Halomonadaceae_unclassified,1
Otu24126,Halomonadaceae_unclassified,1
Otu24128,Halomonadaceae_unclassified,1
Otu24129,Halomonadaceae_unclassified,1
Otu24130,Halomonadaceae_unclassified,1
Otu24131,Oceanospirillales_unclassified,1
Otu24132,Halomonadaceae_unclassified,1
Otu24133,Methylobacillus,1
Otu24137,Halomonadaceae_unclassified,1
Otu24138,Halomonadaceae_unclassified,1
Otu24140,Oceanospirillales_unclassified,1
Otu24141,Methylobacillus,1
Otu24142,Halomonadaceae_unclassified,1
Otu24143,Halomonadaceae_unclassified,1
Otu24144,Halomonadaceae_unclassified,1
Otu24145,Oceanospirillales_unclassified,1
Otu24147,Oceanospirillales_unclassified,1
Otu24149,Halomonadaceae_unclassified,1
Otu24151,Halomonadaceae_unclassified,1
Otu24153,Saccharospirillum,1
Otu24154,Halomonadaceae_unclassified,1
Otu24155,Saccharospirillum,1
Otu24156,Methylobacillus,1
Otu24157,Halomonas,1
Otu24160,Halomonadaceae_unclassified,1
Otu24162,Oceanospirillales_unclassified,1
Otu24163,Oceanospirillales_unclassified,1
Otu24164,Oceanospirillales_unclassified,1
Otu24166,Gammaproteobacteria_unclassified,1
Otu24167,Halomonadaceae_unclassified,1
Otu24170,Oceanospirillales_unclassified,1
Otu24171,Halomonadaceae_unclassified,1
Otu24172,Halomonas,1
Otu24173,Kushneria,1
Otu24176,Alcanivorax,1
Otu24178,Halomonadaceae_unclassified,1
Otu24180,Halomonas,1
Otu24181,Halomonas,1
Otu24186,Halomonas,1
Otu24188,Halomonadaceae_unclassified,1
Otu24189,Halomonadaceae_unclassified,1
Otu24190,Halomonadaceae_unclassified,1
Otu24191,Saccharospirillum,1
Otu24192,Halomonas,1
Otu24193,Halomonadaceae_unclassified,1
Otu24194,Halomonadaceae_unclassified,1
Otu24196,Halomonadaceae_unclassified,1
Otu24197,Halomonadaceae_unclassified,1
Otu24199,Halomonas,1
Otu24201,Halomonadaceae_unclassified,1
Otu24202,Halomonadaceae_unclassified,1
Otu24203,Halomonadaceae_unclassified,1
Otu24205,Halomonadaceae_unclassified,1
Otu24210,Marinomonas,1
Otu24212,Halomonas,1
Otu24214,Halomonas,1
Otu24217,Halomonadaceae_unclassified,1
Otu24218,Halomonadaceae_unclassified,1
Otu24219,Halomonas,1
Otu24220,Halomonadaceae_unclassified,1
Otu24221,Halomonadaceae_unclassified,1
Otu24222,Alcanivorax,1
Otu24223,Alcanivorax,1
Otu24225,Halomonadaceae_unclassified,1
Otu24226,Halomonadaceae_unclassified,1
Otu24228,Halomonas,1
Otu24229,Halomonadaceae_unclassified,1
Otu24230,Halomonadaceae_unclassified,1
Otu24231,Oceanospirillales_unclassified,1
Otu24232,Halomonadaceae_unclassified,1
Otu24233,Kangiella,1
Otu24235,Marinimicrobium,1
Otu24237,Erysipelotrichaceae_unclassified,1
Otu24238,Idiomarina,1
Otu24240,Marinobacter,1
Otu24241,Marinobacter,1
Otu24243,Marinimicrobium,1
Otu24244,Marinimicrobium,1
Otu24245,Idiomarina,1
Otu24246,Marinobacter,1
Otu24247,Idiomarinaceae_unclassified,1
Otu24248,Gammaproteobacteria_unclassified,1
Otu24249,Erysipelotrichaceae_unclassified,1
Otu24255,Patulibacter,1
Otu24257,Parachlamydiaceae_unclassified,1
Otu24260,Parachlamydia,1
Otu24261,Chlamydiales_unclassified,1
Otu24265,Halomonadaceae_unclassified,1
Otu24267,Halomonas,1
Otu24270,Halomonadaceae_unclassified,1
Otu24272,Halomonadaceae_unclassified,1
Otu24276,Marinimicrobium,1
Otu24277,Solirubrobacter,1
Otu24279,Bryobacter_unclassified,1
Otu24280,Seleniivibrio,1
Otu24281,Aliidiomarina,1
Otu24283,Seleniivibrio,1
Otu24285,Marinimicrobium,1
Otu24286,Marinimicrobium,1
Otu24289,Erysipelothrix,1
Otu24290,Gammaproteobacteria_unclassified,1
Otu24293,Saccharospirillum,1
Otu24294,Halomonadaceae_unclassified,1
Otu24295,Halomonas,1
Otu24298,Halomonadaceae_unclassified,1
Otu24299,Saccharospirillum,1
Otu24300,Halomonadaceae_unclassified,1
Otu24301,Oceanospirillales_unclassified,1
Otu24304,Saccharospirillum,1
Otu24306,Gammaproteobacteria_unclassified,1
Otu24307,Gammaproteobacteria_unclassified,1
Otu24308,Halomonadaceae_unclassified,1
Otu24313,Gammaproteobacteria_unclassified,1
Otu24314,Halomonas,1
Otu24315,Gammaproteobacteria_unclassified,1
Otu24316,Halomonadaceae_unclassified,1
Otu24318,Halomonadaceae_unclassified,1
Otu24320,Saccharospirillum,1
Otu24321,Halomonadaceae_unclassified,1
Otu24322,Halomonas,1
Otu24323,Halomonas,1
Otu24324,Halomonas,1
Otu24325,Saccharospirillum,1
Otu24327,Halomonas,1
Otu24328,Halomonas,1
Otu24329,Halomonas,1
Otu24331,Halomonas,1
Otu24332,Halomonas,1
Otu24333,Halomonadaceae_unclassified,1
Otu24334,Saccharospirillum,1
Otu24335,Halomonadaceae_unclassified,1
Otu24337,Halomonas,1
Otu24338,Halomonadaceae_unclassified,1
