otu,Genus,counts
Otu21838,Verrucomicrobia_unclassified,2
Otu21841,Bacillales_unclassified,1
Otu21845,Sphingomonas,2
Otu21858,Mucilaginibacter,2
Otu21861,Oligoflexus,1
Otu21873,Anaerolineaceae_unclassified,2
Otu21880,Azonexus,2
Otu21881,Sphingobacteriales_unclassified,2
Otu21882,Nitrosomonas,1
Otu21884,Mucilaginibacter,2
Otu21885,Nitrosomonas,2
Otu21890,Mucilaginibacter,2
Otu21892,Firmicutes_unclassified,2
Otu21893,Acidobacteria_unclassified,2
Otu21895,Oligoflexus,2
Otu21901,Alphaproteobacteria_unclassified,2
Otu21905,Alphaproteobacteria_unclassified,2
Otu21906,Alphaproteobacteria_unclassified,2
Otu21907,Rhodothermaceae_unclassified,2
Otu21914,Alphaproteobacteria_unclassified,1
Otu21920,Sphaerobacteraceae_unclassified,2
Otu21921,Sphaerobacteraceae_unclassified,2
Otu21923,Alphaproteobacteria_unclassified,2
Otu21930,Alphaproteobacteria_unclassified,2
Otu21932,Alphaproteobacteria_unclassified,2
Otu21934,Cellvibrio,2
Otu21935,Alphaproteobacteria_unclassified,1
Otu21938,Alphaproteobacteria_unclassified,2
Otu21948,Sphingomonas,2
Otu21950,Gp7_unclassified,1
Otu21952,Mucilaginibacter,2
Otu21953,Chitinophagaceae_unclassified,2
Otu21959,Chitinophagaceae_unclassified,2
Otu21960,Saccharospirillum,2
Otu21964,Salinisphaera,2
Otu21968,Terrimonas,2
Otu21969,Haliscomenobacter,2
Otu21972,Sphingobacteriales_unclassified,2
Otu21975,Planctomycetaceae_unclassified,2
Otu21976,Opitutus,2
Otu21982,Chitinophagaceae_unclassified,2
Otu21983,Gp7_unclassified,2
Otu21987,Chitinophagaceae_unclassified,2
Otu21988,Breoghania_unclassified,2
Otu21990,Rhodothermaceae_unclassified,2
Otu21996,Chitinophagaceae_unclassified,2
Otu21997,Mucilaginibacter,1
Otu21999,Herpetosiphon,1
Otu22002,Bacillales_unclassified,2
Otu22008,Bacillales_unclassified,1
Otu22012,Saprospiraceae_unclassified,2
Otu22017,Rhodothermaceae_unclassified,2
Otu22020,Rhodothermaceae_unclassified,2
Otu22025,Planctomycetaceae_unclassified,2
Otu22029,Sphingobacteriaceae_unclassified,2
Otu22031,Armatimonas/Armatimonadetes_gp1,2
Otu22032,Mucilaginibacter,2
Otu22037,Geminicoccus_unclassified,1
Otu22039,Armatimonas/Armatimonadetes_gp1,1
Otu22041,Herpetosiphon,2
Otu22042,Gp7_unclassified,2
Otu22045,Opitutus,2
Otu22046,Vibrio,2
Otu22048,Bacillales_unclassified,1
Otu22075,Actinobacteria Rank3,2
Otu22079,Chitinophagaceae_unclassified,2
Otu22084,Thermoactinomycetaceae_1_unclassified,1
Otu22092,Alphaproteobacteria_unclassified,2
Otu22099,Parcubacteria_unclassified,2
Otu22111,Gp20_unclassified,2
Otu22112,Chitinophagaceae_unclassified,1
Otu22116,Pedobacter,2
Otu22118,Vibrionaceae_unclassified,2
Otu22119,Pedobacter,2
Otu22131,Pedobacter,2
Otu22134,Thermogutta,2
Otu22147,Tepidisphaera,2
Otu22148,Tepidisphaera,2
Otu22154,Terrimonas,1
Otu22156,Parachlamydiaceae_unclassified,2
Otu22159,Parachlamydiaceae_unclassified,2
Otu22162,Chlamydiales_unclassified,2
Otu22163,Saprospiraceae_unclassified,2
Otu22165,Alphaproteobacteria_unclassified,2
Otu22167,Gemmatimonas,2
Otu22172,Sphaerobacteraceae_unclassified,1
Otu22176,Tepidiphilus,1
Otu22178,Alphaproteobacteria_unclassified,1
Otu22179,Planctomycetaceae_unclassified,2
Otu22182,Tepidisphaera,2
Otu22184,Alphaproteobacteria_unclassified,2
Otu22188,Anaerolineaceae_unclassified,2
Otu22191,Acinetobacter,2
Otu22195,Caulobacteraceae_unclassified,2
Otu22197,Alphaproteobacteria_unclassified,2
Otu22198,Alphaproteobacteria_unclassified,2
Otu22199,Alphaproteobacteria_unclassified,2
Otu22200,Alphaproteobacteria_unclassified,2
Otu22201,Alphaproteobacteria_unclassified,1
Otu22202,Alphaproteobacteria_unclassified,1
Otu22203,Alphaproteobacteria_unclassified,2
Otu22204,Alphaproteobacteria_unclassified,2
Otu22205,Alphaproteobacteria_unclassified,2
Otu22206,Alphaproteobacteria_unclassified,2
Otu22207,Alphaproteobacteria_unclassified,2
Otu22208,Alphaproteobacteria_unclassified,2
Otu22210,Alphaproteobacteria_unclassified,2
Otu22211,Alphaproteobacteria_unclassified,1
Otu22212,Alphaproteobacteria_unclassified,2
Otu22213,Alphaproteobacteria_unclassified,1
Otu22214,Alphaproteobacteria_unclassified,2
Otu22215,Alphaproteobacteria_unclassified,1
Otu22217,Parachlamydiaceae_unclassified,2
Otu22221,Alphaproteobacteria_unclassified,2
Otu22223,Alphaproteobacteria_unclassified,2
Otu22225,Alphaproteobacteria_unclassified,2
Otu22226,Alphaproteobacteria_unclassified,2
Otu22227,Alphaproteobacteria_unclassified,1
Otu22228,Alphaproteobacteria_unclassified,2
Otu22229,Alphaproteobacteria_unclassified,2
Otu22232,Alphaproteobacteria_unclassified,2
Otu22233,Alphaproteobacteria_unclassified,2
Otu22234,Gp7_unclassified,2
Otu22235,Alphaproteobacteria_unclassified,2
Otu22236,Alphaproteobacteria_unclassified,2
Otu22237,Alphaproteobacteria_unclassified,2
Otu22239,Rhizobiaceae_unclassified,1
Otu22240,Devosia,1
Otu22243,Marinimicrobium,1
Otu22244,Rhizobiaceae_unclassified,1
Otu22245,Hoeflea,1
Otu22246,Rhizobiales_unclassified,1
Otu22249,Rhizobiales_unclassified,1
Otu22250,Methylobacterium,1
Otu22253,Legionella,1
Otu22255,Legionella,1
Otu22256,Coxiella,1
Otu22257,Legionella,1
Otu22258,Aquicella,1
Otu22259,Alteromonadaceae_unclassified,1
Otu22260,Legionella,1
Otu22261,Aquicella,1
Otu22262,Idiomarina,1
Otu22264,Legionella,1
Otu22265,Alteromonadaceae_unclassified,1
Otu22266,Marinobacter,1
Otu22267,Legionella,1
Otu22269,Aquicella,1
Otu22270,Coxiella,1
Otu22272,Legionella,1
Otu22273,Idiomarina,1
Otu22275,Legionella,1
Otu22277,Aquicella,1
Otu22278,Aquicella,1
Otu22281,Legionella,1
Otu22282,Legionella,1
Otu22283,Legionella,1
Otu22284,Legionella,1
Otu22285,Legionella,1
Otu22286,Legionella,1
Otu22287,Legionella,1
Otu22288,Marinobacter,1
Otu22289,Alteromonadaceae_unclassified,1
Otu22291,Gammaproteobacteria_unclassified,1
Otu22293,Legionella,1
Otu22299,Chloroflexi_unclassified,1
Otu22300,Chloroflexi_unclassified,1
Otu22301,Chloroflexi_unclassified,1
Otu22308,Chloroflexi_unclassified,1
Otu22309,Chloroflexi_unclassified,1
Otu22310,Chloroflexi_unclassified,1
Otu22312,Chloroflexi_unclassified,1
Otu22313,Chloroflexi_unclassified,1
Otu22314,Alteromonadaceae_unclassified,1
Otu22315,Marinimicrobium,1
Otu22318,Chloroflexi_unclassified,1
Otu22320,Gammaproteobacteria_unclassified,1
Otu22323,Chloroflexi_unclassified,1
Otu22324,Chloroflexi_unclassified,1
Otu22327,Chloroflexi_unclassified,1
Otu22329,Alteromonadaceae_unclassified,1
Otu22333,Chloroflexi_unclassified,1
Otu22334,Gammaproteobacteria_unclassified,1
Otu22335,Gammaproteobacteria_unclassified,1
Otu22336,Phycisphaerae_unclassified,1
Otu22340,Marinobacter,1
Otu22342,Gammaproteobacteria_unclassified,1
Otu22343,Marinobacter,1
Otu22344,Gammaproteobacteria_unclassified,1
Otu22345,Gammaproteobacteria_unclassified,1
Otu22347,Gammaproteobacteria_unclassified,1
Otu22349,Gammaproteobacteria_unclassified,1
Otu22350,Alteromonadaceae_unclassified,1
Otu22351,Marinobacter,1
Otu22354,Chthonomonas/Armatimonadetes_gp3,1
Otu22356,Melioribacter,1
Otu22359,Gammaproteobacteria_unclassified,1
Otu22362,Ignavibacteriaceae_unclassified,1
Otu22363,Ignavibacterium,1
Otu22364,Legionella,1
Otu22365,Melioribacter,1
Otu22366,Legionella,1
Otu22367,Melioribacter,1
Otu22368,Melioribacter,1
Otu22369,Gammaproteobacteria_unclassified,1
Otu22370,Gammaproteobacteria_unclassified,1
Otu22371,Idiomarina,1
Otu22372,Gammaproteobacteria_unclassified,1
Otu22373,Phycisphaerae_unclassified,1
Otu22376,Marinobacter,1
Otu22377,Legionella,1
Otu22380,Aquicella,1
Otu22382,Aquicella,1
Otu22386,Aquicella,1
Otu22387,Legionella,1
Otu22388,Legionella,1
Otu22389,Legionella,1
Otu22390,Alteromonadaceae_unclassified,1
Otu22391,Legionella,1
Otu22392,Legionella,1
Otu22394,Coxiella,1
Otu22395,Aquicella,1
Otu22396,Legionella,1
Otu22397,Kordiimonas,1
Otu22399,Idiomarina,1
Otu22403,Marinobacter,1
Otu22405,Gammaproteobacteria_unclassified,1
Otu22406,Gammaproteobacteria_unclassified,1
Otu22408,Marinobacter,1
Otu22409,Idiomarina,1
Otu22410,Kordiimonas,1
Otu22411,Alteromonadaceae_unclassified,1
Otu22412,Gammaproteobacteria_unclassified,1
Otu22416,Candidatus_Procabacter,1
Otu22417,Marinobacter,1
Otu22418,Haliea,1
Otu22419,Rhizobiales_unclassified,1
Otu22420,Marinobacter,1
Otu22421,Idiomarina,1
Otu22422,Microvirga,1
Otu22424,Rhizobiales_unclassified,1
Otu22425,Idiomarina,1
Otu22426,Idiomarina,1
Otu22427,Bradyrhizobiaceae_unclassified,1
Otu22429,Marinobacter,1
Otu22430,Marinobacter,1
Otu22432,Marinimicrobium,1
Otu22433,Idiomarina,1
Otu22434,Marinimicrobium,1
Otu22436,Marinobacter,1
Otu22437,Marinobacter,1
Otu22438,Marinobacter,1
Otu22439,Alteromonadaceae_unclassified,1
Otu22440,Marinobacter,1
Otu22442,Marinimicrobium,1
Otu22443,Idiomarina,1
Otu22444,Marinobacter,1
Otu22445,Marinimicrobium,1
Otu22446,Idiomarina,1
Otu22447,Marinobacter,1
Otu22448,Idiomarina,1
Otu22450,Marinobacter,1
Otu22451,Marinimicrobium,1
Otu22452,Alteromonadales_unclassified,1
Otu22453,Pleomorphomonas,1
Otu22454,Marinobacter,1
Otu22458,Idiomarina,1
Otu22459,Marinobacter,1
Otu22460,Rhizobiales_unclassified,1
Otu22461,Marinobacter,1
Otu22463,Devosia,1
Otu22464,Marinimicrobium,1
Otu22465,Marinobacter,1
Otu22466,Marinimicrobium,1
Otu22467,Rhizobiales_unclassified,1
Otu22468,Marinimicrobium,1
Otu22469,Marinobacter,1
Otu22470,Marinobacter,1
Otu22471,Marinobacter,1
Otu22473,Alteromonadaceae_unclassified,1
Otu22476,Legionella,1
Otu22478,Marinobacter,1
Otu22479,Aquicella,1
Otu22481,Legionella,1
Otu22482,Idiomarina,1
Otu22484,Marinimicrobium,1
Otu22486,Marinimicrobium,1
Otu22487,Idiomarina,1
Otu22488,Marinobacter,1
Otu22490,Marinobacter,1
Otu22491,Idiomarina,1
Otu22494,Marinimicrobium,1
Otu22496,Pseudoalteromonas,1
Otu22497,Rhizobiales_unclassified,1
Otu22498,Marinobacter,1
Otu22499,Marinobacter,1
Otu22500,Marinobacter,1
Otu22501,Alteromonadales_unclassified,1
Otu22503,Alteromonadaceae_unclassified,1
Otu22505,Rhizobiales_unclassified,1
Otu22507,Idiomarina,1
Otu22509,Acidobacteria_Gp4_unclassified,1
Otu22517,Alteromonadaceae_unclassified,1
Otu22518,Alteromonadaceae_unclassified,1
Otu22519,Alteromonadaceae_unclassified,1
Otu22520,Leptotrichia,1
Otu22522,Leptotrichiaceae_unclassified,1
Otu22523,Leptotrichia,1
Otu22524,Fusobacteriaceae_unclassified,1
Otu22525,Marinimicrobium,1
Otu22531,Chloroflexi_unclassified,1
Otu22534,Gammaproteobacteria_unclassified,1
Otu22539,Gammaproteobacteria_unclassified,1
Otu22540,Chloroflexi_unclassified,1
Otu22547,Marinimicrobium,1
Otu22548,Marinobacter,1
Otu22549,Rhizobiales_unclassified,1
Otu22550,Marinobacter,1
Otu22551,Marinimicrobium,1
Otu22553,Idiomarina,1
Otu22554,Idiomarina,1
Otu22555,Marinobacter,1
Otu22556,Idiomarina,1
Otu22557,Marinimicrobium,1
Otu22558,Marinobacter,1
Otu22559,Bowmanella,1
Otu22560,Marinimicrobium,1
Otu22561,Marinimicrobium,1
Otu22562,Marinobacter,1
Otu22563,Shewanella,1
Otu22564,Marinimicrobium,1
Otu22565,Idiomarina,1
Otu22566,Marinobacter,1
Otu22567,Idiomarina,1
Otu22568,Marinimicrobium,1
Otu22570,Marinobacter,1
Otu22571,Marinobacter,1
Otu22572,Paraglaciecola,1
Otu22573,Idiomarina,1
Otu22576,Marinobacter,1
Otu22577,Idiomarina,1
Otu22578,Marinimicrobium,1
Otu22579,Idiomarina,1
Otu22582,Marinimicrobium,1
Otu22583,Idiomarina,1
Otu22584,Marinobacter,1
Otu22585,Marinobacter,1
Otu22586,Marinimicrobium,1
Otu22587,Idiomarina,1
Otu22588,Marinimicrobium,1
Otu22589,Marinobacter,1
Otu22590,Marinobacter,1
Otu22591,Rhizobiales_unclassified,1
Otu22593,Pseudolabrys,1
Otu22594,Legionella,1
Otu22595,Rhizobiales_unclassified,1
Otu22596,Rhizobiaceae_unclassified,1
Otu22600,Marinobacter,1
Otu22601,Legionella,1
Otu22602,Hyphomicrobiaceae_unclassified,1
Otu22603,Rhizobiales_unclassified,1
Otu22604,Pleomorphomonas,1
Otu22605,Rhizobiales_unclassified,1
Otu22607,Idiomarina,1
Otu22613,Hyphomicrobiaceae_unclassified,1
Otu22617,Devosia,1
Otu22619,Marinimicrobium,1
Otu22620,Marinobacter,1
Otu22622,Rhizobiales_unclassified,1
Otu22623,Marinimicrobium,1
Otu22624,Bradyrhizobiaceae_unclassified,1
Otu22625,Rhizobiales_unclassified,1
Otu22626,Rhizobiales_unclassified,1
Otu22630,Rhizobiaceae_unclassified,1
Otu22633,Rhizobiales_unclassified,1
Otu22637,Rhizobiaceae_unclassified,1
Otu22642,Rhizobiales_unclassified,1
Otu22646,Marinobacter,1
Otu22649,Rhizobiales_unclassified,1
Otu22650,Rhizobiales_unclassified,1
Otu22651,Rhizobiales_unclassified,1
Otu22652,Idiomarina,1
Otu22659,Rhizobiales_unclassified,1
Otu22661,Marinimicrobium,1
Otu22665,Devosia,1
Otu22672,Rhizobiales_unclassified,1
Otu22673,Azorhizobium,1
Otu22678,Bosea,1
Otu22679,Aquicella,1
Otu22680,Rhizobiales_unclassified,1
Otu22681,Rhizobiales_unclassified,1
Otu22683,Rhizobiaceae_unclassified,1
Otu22685,Rhizobiales_unclassified,1
Otu22687,Legionella,1
Otu22688,Rhizobiales_unclassified,1
Otu22691,Rhizobiaceae_unclassified,1
Otu22692,Coxiella,1
Otu22693,Rhizobiaceae_unclassified,1
Otu22694,Legionella,1
Otu22696,Legionella,1
Otu22697,Rhizobiales_unclassified,1
Otu22699,Legionella,1
Otu22700,Legionella,1
Otu22702,Marinobacter,1
Otu22705,Aquicella,1
Otu22706,Aquicella,1
Otu22707,Microvirga,1
Otu22708,Marinobacter,1
Otu22710,Legionella,1
Otu22711,Coxiella,1
Otu22714,Idiomarina,1
Otu22716,Marinobacter,1
Otu22717,Legionella,1
Otu22718,Rhizobiales_unclassified,1
Otu22719,Rhizobiales_unclassified,1
Otu22720,Aquicella,1
Otu22722,Rhizobium,1
Otu22723,Marinobacter,1
Otu22724,Legionella,1
Otu22726,Pleomorphomonas,1
Otu22729,Methylobacterium,1
Otu22731,Marinimicrobium,1
Otu22734,Rhizobiales_unclassified,1
Otu22735,Methylobacterium,1
Otu22736,Gammaproteobacteria_unclassified,1
Otu22740,Neorhizobium,1
Otu22743,Marinimicrobium,1
Otu22744,Rhizobiaceae_unclassified,1
Otu22745,Pleomorphomonas,1
Otu22746,Idiomarina,1
Otu22747,Rhizobiaceae_unclassified,1
Otu22751,Neorhizobium,1
Otu22752,Pleomorphomonas,1
Otu22753,Rhizobiales_unclassified,1
Otu22761,Coxiella,1
Otu22762,Gammaproteobacteria_unclassified,1
Otu22763,Gammaproteobacteria_unclassified,1
Otu22764,Gammaproteobacteria_unclassified,1
Otu22765,Gammaproteobacteria_unclassified,1
Otu22766,Gammaproteobacteria_unclassified,1
Otu22767,Oscillochloris,1
Otu22768,Gammaproteobacteria_unclassified,1
Otu22770,Gammaproteobacteria_unclassified,1
Otu22771,Oscillochloris,1
Otu22772,Gammaproteobacteria_unclassified,1
Otu22773,Gammaproteobacteria_unclassified,1
Otu22776,Marinobacter,1
Otu22778,Gammaproteobacteria_unclassified,1
Otu22780,Gammaproteobacteria_unclassified,1
Otu22781,Gammaproteobacteria_unclassified,1
Otu22783,Gammaproteobacteria_unclassified,1
Otu22786,Gammaproteobacteria_unclassified,1
Otu22787,Gammaproteobacteria_unclassified,1
Otu22788,Gammaproteobacteria_unclassified,1
Otu22789,Gammaproteobacteria_unclassified,1
Otu22790,Idiomarina,1
Otu22791,Marinimicrobium,1
Otu22792,Gammaproteobacteria_unclassified,1
Otu22793,Gammaproteobacteria_unclassified,1
Otu22794,Gammaproteobacteria_unclassified,1
Otu22795,Gammaproteobacteria_unclassified,1
Otu22796,Gammaproteobacteria_unclassified,1
Otu22797,Gammaproteobacteria_unclassified,1
Otu22798,Gammaproteobacteria_unclassified,1
Otu22799,Gammaproteobacteria_unclassified,1
Otu22800,Gammaproteobacteria_unclassified,1
Otu22801,Gammaproteobacteria_unclassified,1
Otu22804,Idiomarina,1
Otu22805,Oscillochloris,1
Otu22806,Gammaproteobacteria_unclassified,1
Otu22808,Gammaproteobacteria_unclassified,1
Otu22809,Gammaproteobacteria_unclassified,1
Otu22814,Oscillochloris,1
Otu22815,Chloroflexales_unclassified,1
Otu22818,Gammaproteobacteria_unclassified,1
Otu22819,Gammaproteobacteria_unclassified,1
Otu22820,Gammaproteobacteria_unclassified,1
Otu22822,Gammaproteobacteria_unclassified,1
Otu22823,Gammaproteobacteria_unclassified,1
Otu22824,Gammaproteobacteria_unclassified,1
Otu22825,Gammaproteobacteria_unclassified,1
Otu22826,Idiomarina,1
Otu22828,Marinimicrobium,1
Otu22829,Gammaproteobacteria_unclassified,1
Otu22830,Gammaproteobacteria_unclassified,1
Otu22831,Gammaproteobacteria_unclassified,1
Otu22832,Gammaproteobacteria_unclassified,1
Otu22834,Gammaproteobacteria_unclassified,1
Otu22836,Chloroflexales_unclassified,1
Otu22837,Gammaproteobacteria_unclassified,1
Otu22838,Gammaproteobacteria_unclassified,1
Otu22839,Gammaproteobacteria_unclassified,1
Otu22841,Gammaproteobacteria_unclassified,1
Otu22842,Oscillochloris,1
Otu22843,Gammaproteobacteria_unclassified,1
Otu22845,Gammaproteobacteria_unclassified,1
Otu22846,Nitrospira,1
Otu22848,Oscillochloris,1
Otu22849,Chloroflexaceae_unclassified,1
Otu22850,Marinobacter,1
Otu22855,Gammaproteobacteria_unclassified,1
Otu22856,Gammaproteobacteria_unclassified,1
Otu22860,Marinimicrobium,1
Otu22861,Marinimicrobium,1
Otu22862,Marinimicrobium,1
Otu22863,Gammaproteobacteria_unclassified,1
Otu22864,Gammaproteobacteria_unclassified,1
Otu22865,Gammaproteobacteria_unclassified,1
Otu22866,Gammaproteobacteria_unclassified,1
Otu22868,Alteromonadales_unclassified,1
Otu22869,Gammaproteobacteria_unclassified,1
Otu22871,Gammaproteobacteria_unclassified,1
Otu22872,Gammaproteobacteria_unclassified,1
Otu22873,Gammaproteobacteria_unclassified,1
Otu22874,Marinimicrobium,1
Otu22877,Marinobacter,1
Otu22879,Gammaproteobacteria_unclassified,1
Otu22881,Gammaproteobacteria_unclassified,1
Otu22882,Idiomarina,1
Otu22884,Idiomarina,1
Otu22885,Idiomarina,1
Otu22886,Marinobacter,1
Otu22888,Marinobacter,1
Otu22889,Marinobacter,1
Otu22891,Chloroflexales_unclassified,1
Otu22892,Marinimicrobium,1
Otu22896,Marinobacter,1
Otu22898,Chloroflexales_unclassified,1
Otu22900,Idiomarina,1
Otu22902,Marinobacter,1
Otu22903,Gammaproteobacteria_unclassified,1
Otu22904,Gammaproteobacteria_unclassified,1
Otu22905,Gammaproteobacteria_unclassified,1
Otu22906,Gammaproteobacteria_unclassified,1
Otu22907,Gammaproteobacteria_unclassified,1
Otu22908,Gammaproteobacteria_unclassified,1
Otu22909,Gammaproteobacteria_unclassified,1
Otu22910,Idiomarina,1
Otu22911,Gammaproteobacteria_unclassified,1
Otu22912,Gammaproteobacteria_unclassified,1
Otu22913,Gammaproteobacteria_unclassified,1
Otu22914,Marinobacter,1
Otu22915,Gammaproteobacteria_unclassified,1
Otu22916,Gammaproteobacteria_unclassified,1
Otu22918,Gammaproteobacteria_unclassified,1
Otu22919,Gammaproteobacteria_unclassified,1
Otu22920,Gammaproteobacteria_unclassified,1
Otu22921,Gammaproteobacteria_unclassified,1
Otu22922,Gammaproteobacteria_unclassified,1
Otu22923,Gammaproteobacteria_unclassified,1
Otu22924,Gammaproteobacteria_unclassified,1
Otu22926,Marinimicrobium,1
Otu22927,Gammaproteobacteria_unclassified,1
Otu22928,Gammaproteobacteria_unclassified,1
Otu22929,Gammaproteobacteria_unclassified,1
Otu22930,Idiomarina,1
Otu22931,Marinobacter,1
Otu22933,Gammaproteobacteria_unclassified,1
Otu22934,Gammaproteobacteria_unclassified,1
Otu22936,Gammaproteobacteria_unclassified,1
Otu22937,Gammaproteobacteria_unclassified,1
Otu22938,Gammaproteobacteria_unclassified,1
Otu22939,Gammaproteobacteria_unclassified,1
Otu22940,Gammaproteobacteria_unclassified,1
Otu22941,Marinobacter,1
Otu22942,Gammaproteobacteria_unclassified,1
Otu22943,Gammaproteobacteria_unclassified,1
Otu22944,Gammaproteobacteria_unclassified,1
Otu22945,Gammaproteobacteria_unclassified,1
Otu22947,Gammaproteobacteria_unclassified,1
Otu22948,Gammaproteobacteria_unclassified,1
Otu22949,Gammaproteobacteria_unclassified,1
Otu22952,Gammaproteobacteria_unclassified,1
Otu22956,candidate_division_WPS-1_unclassified,1
Otu22961,candidate_division_WPS-1_unclassified,1
Otu22962,Gammaproteobacteria_unclassified,1
Otu22964,candidate_division_WPS-1_unclassified,1
Otu22973,candidate_division_WPS-1_unclassified,1
Otu22976,Gammaproteobacteria_unclassified,1
Otu22977,Gammaproteobacteria_unclassified,1
Otu22978,Gammaproteobacteria_unclassified,1
Otu22979,Gammaproteobacteria_unclassified,1
Otu22981,Gammaproteobacteria_unclassified,1
Otu22982,Gammaproteobacteria_unclassified,1
Otu22983,Marinobacter,1
Otu22985,Idiomarina,1
Otu22987,Gammaproteobacteria_unclassified,1
Otu22989,Gammaproteobacteria_unclassified,1
Otu22991,candidate_division_WPS-1_unclassified,1
Otu22993,Gammaproteobacteria_unclassified,1
Otu22997,candidate_division_WPS-1_unclassified,1
Otu22998,candidate_division_WPS-1_unclassified,1
Otu23005,Marinobacter,1
Otu23006,Marinobacter,1
Otu23016,candidate_division_WPS-1_unclassified,1
Otu23028,candidate_division_WPS-1_unclassified,1
Otu23031,candidate_division_WPS-1_unclassified,1
Otu23033,Marinobacter,1
Otu23045,Gammaproteobacteria_unclassified,1
Otu23046,Idiomarina,1
Otu23047,Marinimicrobium,1
Otu23048,Idiomarina,1
Otu23049,Marinimicrobium,1
Otu23050,Nitrospira,1
Otu23051,Marinimicrobium,1
Otu23056,Marinobacter,1
Otu23057,Nitrospira,1
Otu23058,Nitrospira,1
Otu23059,Marinobacter,1
Otu23060,Marinobacter,1
Otu23061,Idiomarina,1
Otu23062,Marinimicrobium,1
Otu23063,Marinobacter,1
Otu23064,Gammaproteobacteria_unclassified,1
Otu23065,Idiomarina,1
Otu23066,Haliea,1
Otu23067,Nitrospira,1
Otu23068,Alteromonadales_unclassified,1
Otu23069,Alteromonadaceae_unclassified,1
Otu23070,Gammaproteobacteria_unclassified,1
Otu23071,Gammaproteobacteria_unclassified,1
Otu23072,Gammaproteobacteria_unclassified,1
Otu23073,Gammaproteobacteria_unclassified,1
Otu23075,Gammaproteobacteria_unclassified,1
Otu23076,Gammaproteobacteria_unclassified,1
Otu23077,Gammaproteobacteria_unclassified,1
Otu23078,Gammaproteobacteria_unclassified,1
Otu23079,Marinobacter,1
Otu23080,Gammaproteobacteria_unclassified,1
Otu23081,Gammaproteobacteria_unclassified,1
Otu23082,Gammaproteobacteria_unclassified,1
Otu23083,Gammaproteobacteria_unclassified,1
Otu23084,Gammaproteobacteria_unclassified,1
Otu23085,Gammaproteobacteria_unclassified,1
Otu23086,Marinobacter,1
Otu23087,Idiomarina,1
Otu23088,Marinimicrobium,1
Otu23090,Gammaproteobacteria_unclassified,1
Otu23091,Gammaproteobacteria_unclassified,1
Otu23092,Marinobacter,1
Otu23093,Alteromonadales_incertae_sedis_unclassified,1
Otu23094,Marinobacter,1
Otu23095,candidate_division_WPS-1_unclassified,1
Otu23096,Marinobacter,1
Otu23097,Gammaproteobacteria_unclassified,1
Otu23098,Marinobacter,1
Otu23101,candidate_division_WPS-1_unclassified,1
Otu23103,Marinobacter,1
Otu23104,Gammaproteobacteria_unclassified,1
Otu23105,Marinobacter,1
Otu23106,Marinobacter,1
Otu23107,Idiomarina,1
Otu23108,Gammaproteobacteria_unclassified,1
Otu23110,Gammaproteobacteria_unclassified,1
Otu23111,Gammaproteobacteria_unclassified,1
Otu23112,Idiomarina,1
Otu23113,Gammaproteobacteria_unclassified,1
Otu23114,Gammaproteobacteria_unclassified,1
Otu23115,Alteromonadaceae_unclassified,1
Otu23116,Marinimicrobium,1
Otu23118,Marinimicrobium,1
Otu23119,Pseudoalteromonas,1
Otu23120,Marinobacter,1
Otu23121,Marinobacter,1
Otu23122,Marinobacter,1
Otu23123,Idiomarina,1
Otu23124,Marinobacter,1
Otu23125,Gammaproteobacteria_unclassified,1
Otu23126,Marinimicrobium,1
Otu23127,Gammaproteobacteria_unclassified,1
Otu23129,Marinobacter,1
Otu23130,Gammaproteobacteria_unclassified,1
Otu23131,Alteromonadaceae_unclassified,1
Otu23132,Marinimicrobium,1
Otu23133,Marinimicrobium,1
Otu23134,Marinimicrobium,1
Otu23135,Haliea,1
Otu23136,Marinimicrobium,1
Otu23137,Alteromonadaceae_unclassified,1
Otu23139,Marinimicrobium,1
Otu23140,Chloroflexi_unclassified,1
Otu23142,Chloroflexi_unclassified,1
Otu23143,Chloroflexi_unclassified,1
Otu23147,Chloroflexi_unclassified,1
Otu23148,Chloroflexi_unclassified,1
Otu23149,Alteromonadaceae_unclassified,1
Otu23150,Aquicella,1
Otu23151,Chloroflexi_unclassified,1
Otu23152,Chloroflexi_unclassified,1
Otu23154,Chloroflexi_unclassified,1
Otu23160,Chloroflexi_unclassified,1
Otu23166,Legionella,1
Otu23169,Chloroflexi_unclassified,1
Otu23170,Chloroflexi_unclassified,1
Otu23173,Chloroflexi_unclassified,1
Otu23180,Chloroflexi_unclassified,1
Otu23182,Gammaproteobacteria_unclassified,1
Otu23194,Marinobacter,1
Otu23196,Gammaproteobacteria_unclassified,1
Otu23198,Marinimicrobium,1
Otu23199,Marinobacter,1
Otu23200,Gammaproteobacteria_unclassified,1
Otu23201,Aliidiomarina,1
Otu23204,Chloroflexi_unclassified,1
Otu23205,Gammaproteobacteria_unclassified,1
Otu23207,Alteromonadaceae_unclassified,1
Otu23208,Marinobacter,1
Otu23209,Gammaproteobacteria_unclassified,1
Otu23212,Gammaproteobacteria_unclassified,1
Otu23213,Chloroflexi_unclassified,1
Otu23216,Chloroflexi_unclassified,1
Otu23218,Gammaproteobacteria_unclassified,1
Otu23219,Chloroflexi_unclassified,1
Otu23222,Legionella,1
Otu23226,Idiomarina,1
Otu23229,Aquicella,1
Otu23231,Chloroflexi_unclassified,1
Otu23237,Legionella,1
